id,timestamp_created,timestamp_updated,organization,campaign,status,contact,email_opened,email_replied,lt_interest_status,subsequence_id,verification_status,pl_value_lead,email_clicked,timestamp_added_subsequence,timestamp_last_contact,timestamp_last_open,timestamp_last_reply,timestamp_last_interest_change,email_open_count,email_reply_count,timestamp_last_click,email_click_count,enrichment_status,list_id,last_contacted_from,company_domain,uploaded_by_user,upload_method,assigned_to,is_website_visitor,timestamp_last_touch,esp_code,phone_numbers,supersearch_enrichment_status,esg_code,completion_reason,is_suppressed,naf,city,type,Email,niche,siren,siret,service,website,category,effectif,subniche,subtypes,First Name,lead_score,companyName,annee_creation,forme_juridique,chiffre_affaires,tranche_effectif,taille_entreprise,Email Provider,Assignee Email,Assignee Name,Lead Status,Interest Status,Verification Status,Last contacted from
01a0b4fb-27f6-75d9-94f7-78d35f8660dd,2026-09-18T14:45:53.782Z,2026-09-18T16:23:41.784Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,dataprivacy@colas.com,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,colas.com,,api,,,,999,[],,,,false,,Pierrelaye,Road construction company,dataprivacy@colas.com,Terrassement / VRD (France),,,Terrassement / VRD,tersen-env.com,Société de travaux publics,,Terrassement / VRD (France),"Road construction company, Do-it-yourself shop, Recycling center, Sand & gravel supplier, Storage facility, Tool store, Waste management service",TERSEN,,TERSEN Etablissement PICHETA,,,,,,999,,,Active | Not yet contacted,Lead,,
01a0b4fa-5d55-7100-9f8e-cbba8a299b38,2026-09-18T14:45:01.911Z,2026-09-18T16:20:23.876Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,lmarandas@fayolle.eu,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,fayolle.eu,,api,,,,2,[],,,,false,,Soisy-sous-Montmorency,Utility contractor,lmarandas@fayolle.eu,Terrassement / VRD (France),,,Terrassement / VRD,fayolle.eu,Entreprise de VRD,,Terrassement / VRD (France),"Utility contractor, Construction company",Fayolle,,Fayolle et Fils,,,,,,2,,,Active | Not yet contacted,Lead,,
01a0b4fa-99c2-7913-8a92-178d41b11d14,2026-09-18T14:45:17.379Z,2026-09-18T14:45:21.699Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,contact@dporgpd.net,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,dporgpd.net,,api,,,,2,[],,,,false,,Ozoir-la-Ferrière,Road construction company,contact@dporgpd.net,Terrassement / VRD (France),,,Terrassement / VRD,sofrat.net,Société de travaux publics,,Terrassement / VRD (France),Road construction company,SOFRAT,,SOFRAT,,,,,,2,,,Active | Not yet contacted,Lead,,
01a0b500-aee8-783a-a3df-1f2291939404,2026-09-18T14:51:56.009Z,2026-09-18T14:52:10.888Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,v.vaillant@techniciens-des-eaux.com,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,techniciens-des-eaux.com,,api,,,,2,[],,,,false,,Dury,Sanitation service,v.vaillant@techniciens-des-eaux.com,Terrassement / VRD (France),,,Terrassement / VRD,techniciens-des-eaux.com,Service d'assainissement,,Terrassement / VRD (France),Sanitation service,Techniciens,,Techniciens Des Eaux,,,,,,2,,,Active | Not yet contacted,Lead,,
01a0b563-5c5c-70ad-9e9a-836b96def164,2026-09-18T16:39:42.941Z,2026-09-18T16:39:49.649Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,contact@1001chenilles.com,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,1001chenilles.com,,api,,,,2,"[""+1001""]",,,,false,,Senlis,Road construction company,contact@1001chenilles.com,Terrassement / VRD (France),,,Terrassement / VRD,1001chenilles.com,Société de travaux publics,,Terrassement / VRD (France),"Road construction company, Building materials supplier",1001,,"1001 Chenilles, expert des chenilles caoutchouc",,,,,,2,,,Active | Not yet contacted,Lead,,
01a0b4fa-43ff-728c-bf0e-3c90e0f9f4e5,2026-09-18T14:44:55.424Z,2026-09-18T16:21:35.890Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,rgpd-france@eurovia.com,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,eurovia.com,,api,,,,2,[],,,,false,,Gennevilliers,Road construction company,rgpd-france@eurovia.com,Terrassement / VRD (France),,,Terrassement / VRD,eurovia.com,Société de travaux publics,,Terrassement / VRD (France),Road construction company,Eurovia,,Eurovia Gennevilliers,,,,,,2,,,Active | Not yet contacted,Lead,,
01a0b507-848b-7c5c-a657-695fef4d6c73,2026-09-18T14:59:23.916Z,2026-09-18T16:22:12.931Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,iodefx@iodefx.com,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,iodefx.com,,api,,,,999,[],,,,false,,Plomelin,Earth works company,iodefx@iodefx.com,Terrassement / VRD (France),,,Terrassement / VRD,bruneau-travaux-publics.fr,Entreprise de terrassement,,Terrassement / VRD (France),Earth works company,ETP,,ETP Bruneau,,,,,,999,,,Active | Not yet contacted,Lead,,
01a0b4fa-3b63-734a-8a42-61993f2f3805,2026-09-18T14:44:53.220Z,2026-09-18T14:44:55.981Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,dpo@charier.fr,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,charier.fr,,api,,,,2,[],,,,false,,Bouguenais,Road construction company,dpo@charier.fr,Terrassement / VRD (France),,,Terrassement / VRD,charier.fr,Société de travaux publics,,Terrassement / VRD (France),Road construction company,CHARIER,,CHARIER Routes et Travaux Urbains Nantes,,,,,,2,,,Active | Not yet contacted,Lead,,
01a0b4fa-20b1-79c0-88fe-1019270c88d1,2026-09-18T14:44:46.386Z,2026-09-18T16:20:12.532Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,privacy.fr@eiffage.com,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,eiffage.com,,api,,,,999,[],,3,,false,,Vélizy-Villacoublay,Civil engineering company,privacy.fr@eiffage.com,Terrassement / VRD (France),,,Terrassement / VRD,eiffage-demcy.com,Entreprise de génie civil,,Terrassement / VRD (France),"Civil engineering company, Demolition contractor, Road construction company",Demcy,,Demcy - Eiffage Génie Civil - Siège social,,,,,,999,,,Active | Not yet contacted,Lead,,
01a0b535-dfe3-7616-a261-69f910f238dd,2026-09-18T15:50:01.956Z,2026-09-18T15:50:03.176Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,aslimani@thdcommunication.com,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,thdcommunication.com,,api,,,,999,[],,,,false,,Bagneux,Telecommunications contractor,aslimani@thdcommunication.com,Terrassement / VRD (France),,,Terrassement / VRD,thdcommunication.fr,Entrepreneur spécialisé dans les télécommunications,,Terrassement / VRD (France),Telecommunications contractor,THD,,THD Communication,,,,,,999,,,Active | Not yet contacted,Lead,,
01a0b667-30ee-748a-b819-28fefc135017,2026-09-18T21:23:31.182Z,2026-09-18T21:23:31.425Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,recrutement@astengroup.com,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,astengroup.com,,api,,,,999,[],,,,false,,Gennevilliers,Civil engineering company,recrutement@astengroup.com,Terrassement / VRD (France),,,Terrassement / VRD,astengroup.com,Entreprise de génie civil,,Terrassement / VRD (France),Civil engineering company,Asten,,Asten agence TP,,,,,,999,,,Active | Not yet contacted,Lead,,
01a0b4fa-3b63-734a-8a42-6186d0a6fe24,2026-09-18T14:44:53.220Z,2026-09-18T14:44:55.742Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,web.geniecivil@eiffage.com,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,eiffage.com,,api,,,,999,[],,3,,false,,Calais,Road construction company,web.geniecivil@eiffage.com,Terrassement / VRD (France),,,Terrassement / VRD,aquatest.fr,Société de travaux publics,,Terrassement / VRD (France),Road construction company,Aquatest,,Aquatest - Calais,,,,,,999,,,Active | Not yet contacted,Lead,,
01a0b4fa-4722-7073-9154-7794e2410eb5,2026-09-18T14:44:56.229Z,2026-09-18T14:44:58.546Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,malik.becom@gmail.com,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,malik.becom@gmail.com,,api,,,,1,[],,,,false,,Quesnoy-sur-Deûle,Sanitation service,malik.becom@gmail.com,Terrassement / VRD (France),,,Terrassement / VRD,tahonassainissement.com,Service d'assainissement,,Terrassement / VRD (France),"Sanitation service, Earth works company, Utility contractor",Tahon,,Tahon assainissement entreprise,,,,,,1,,,Active | Not yet contacted,Lead,,
01a0b4fa-34ed-7416-b471-f3d342cd8e4d,2026-09-18T14:44:51.567Z,2026-09-18T16:23:58.579Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,coteg@coteg-sa.fr,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,coteg-sa.fr,,api,,,,999,[],,3,,false,,Fontenay-sous-Bois,Earth works company,coteg@coteg-sa.fr,Terrassement / VRD (France),,,Terrassement / VRD,coteg-sa.fr,Entreprise de terrassement,,Terrassement / VRD (France),Earth works company,Coteg,,Coteg,,,,,,999,,,Active | Not yet contacted,Lead,,
01a0b4fa-2a70-79d1-855f-ab38ec192ab7,2026-09-18T14:44:48.883Z,2026-09-18T16:23:58.578Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,reseaux.sntpp@gmail.com,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,reseaux.sntpp@gmail.com,,api,,,,1,[],,,,false,,Bobigny,Utility contractor,reseaux.sntpp@gmail.com,Terrassement / VRD (France),,,Terrassement / VRD,sntpp.fr,Entreprise de VRD,,Terrassement / VRD (France),Utility contractor,Société,,Société Nouvelle de Travaux Publics et Particuliers (SNTPP),,,,,,1,,,Active | Not yet contacted,Lead,,
01a0b4fa-20b1-79c0-88fe-101c141f2081,2026-09-18T14:44:46.386Z,2026-09-18T16:24:48.244Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,sotem@sotem.net,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,sotem.net,,api,,,,999,[],,,,false,,Ivry-sur-Seine,Road construction company,sotem@sotem.net,Terrassement / VRD (France),,,Terrassement / VRD,sotem.net,Société de travaux publics,,Terrassement / VRD (France),"Road construction company, Construction company",SOTEM,,SOTEM,,,,,,999,,,Active | Not yet contacted,Lead,,
01a0b4fa-5923-7784-be70-ac788e2f42b2,2026-09-18T14:45:00.837Z,2026-09-18T16:21:49.293Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,contact@logistahometech.fr,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,logistahometech.fr,,api,,,,2,[],,,,false,,Liévin,Sanitation service,contact@logistahometech.fr,Terrassement / VRD (France),,,Terrassement / VRD,logistahometech.fr/hygelys-assainissement-nord-pas-de-calais,Service d'assainissement,,Terrassement / VRD (France),"Sanitation service, Pest control service",Hygelys,,Hygelys,,,,,,2,,,Active | Not yet contacted,Lead,,
01a0b68b-1de5-7f43-8f7a-ad693cb2f153,2026-09-18T22:02:45.605Z,2026-09-18T22:02:48.602Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,contact@cabinet-kervadec.fr,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,cabinet-kervadec.fr,,api,,,,2,[],,,,false,,Pontivy,Road construction company,contact@cabinet-kervadec.fr,Terrassement / VRD (France),,,Terrassement / VRD,kalontp.bzh,Société de travaux publics,,Terrassement / VRD (France),Road construction company,KALON,,KALON TP,,,,,,2,,,Active | Not yet contacted,Lead,,
01a0b504-c465-7c4b-bdcf-b6373fb20d52,2026-09-18T14:56:23.656Z,2026-09-18T14:56:25.311Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,contact@formacrea.fr,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,formacrea.fr,,api,,,,999,[],,,,false,,Saint-Cyprien,Road construction company,contact@formacrea.fr,Terrassement / VRD (France),,,Terrassement / VRD,ptpegire.fr,Société de travaux publics,,Terrassement / VRD (France),Road construction company,Périgord,,Périgord Travaux Publics EGIRE,,,,,,999,,,Active | Not yet contacted,Lead,,
01a0b4fb-9395-7255-a45f-f755e43923c1,2026-09-18T14:46:21.334Z,2026-09-18T14:46:35.352Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,contact@materloc.com,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,materloc.com,,api,,,,1,[],,,,false,,Villebon-sur-Yvette,Earth works company,contact@materloc.com,Terrassement / VRD (France),,,Terrassement / VRD,materloc.fr,Société de travaux publics,,Terrassement / VRD (France),"Earth works company, Building materials supplier, Demolition contractor, Road construction company, Equipment rental agency, Recycling drop-off location, Topsoil supplier",Materloc,,Materloc TP,,,,,,1,,,Active | Not yet contacted,Lead,,
01a0b4fa-43ff-728c-bf0e-3c97270e70e5,2026-09-18T14:44:55.424Z,2026-09-18T14:44:59.237Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,contact@artiloc.fr,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,artiloc.fr,,api,,,,2,[],,,,false,,Bouc-Bel-Air,Road construction company,contact@artiloc.fr,Terrassement / VRD (France),,,Terrassement / VRD,reseautp.fr/%3futm_source%3dgmb,Société de travaux publics,,Terrassement / VRD (France),Road construction company,Réseau,,Réseau TP,,,,,,2,,,Active | Not yet contacted,Lead,,
01a0b4ff-2312-79a2-a3f8-2b122423e2f3,2026-09-18T14:50:14.677Z,2026-09-18T14:50:33.453Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,carriere@sasgarrigou.fr,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,sasgarrigou.fr,,api,,,,999,[],,,,false,,Groléjac,Earth works company,carriere@sasgarrigou.fr,Terrassement / VRD (France),,,Terrassement / VRD,sa-garrigou.fr,Société de travaux publics,,Terrassement / VRD (France),"Earth works company, Building materials supplier, Road construction company, Quarry",Garrigou,,Garrigou T.P Carrières SAS,,,,,,999,,,Active | Not yet contacted,Lead,,
01a0b4fa-4fc6-78c4-917b-7aab3c70c09a,2026-09-18T14:44:58.440Z,2026-09-18T16:26:53.453Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,ets.denysidf@gmail.com,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,ets.denysidf@gmail.com,,api,,,,1,[],,,,false,,Paris,Sanitation service,ets.denysidf@gmail.com,Terrassement / VRD (France),,,Terrassement / VRD,ets-denys.com,Service d'assainissement,,Terrassement / VRD (France),Sanitation service,Entreprise,,Entreprise Denys et fils,,,,,,1,,,Active | Not yet contacted,Lead,,
01a0b502-fa10-75bf-a09c-a9b829664072,2026-09-18T14:54:26.320Z,2026-09-18T16:26:48.734Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,support@octacom.fr,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,octacom.fr,,api,,,,999,[],,,,false,,Félines,Earth works company,support@octacom.fr,Terrassement / VRD (France),,,Terrassement / VRD,guionpatricktp.fr,Entreprise de terrassement,,Terrassement / VRD (France),Earth works company,Guion,,Guion Patrick,,,,,,999,,,Active | Not yet contacted,Lead,,
01a0b50f-38a7-72b4-9c02-cdae6d9243c5,2026-09-18T15:07:48.774Z,2026-09-18T15:07:50.710Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,jean-michel.cilia@spse.fr,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,spse.fr,,api,,,,999,[],,,,false,,Paris,Pipe supplier,jean-michel.cilia@spse.fr,Terrassement / VRD (France),,,Terrassement / VRD,spse.fr,Fournisseur de canalisations,,Terrassement / VRD (France),Pipe supplier,Société,,Société Pipeline Sud Européen (SPSE),,,,,,999,,,Active | Not yet contacted,Lead,,
01a0b507-90e5-7c30-82b4-3c801be86e9e,2026-09-18T14:59:27.078Z,2026-09-18T14:59:29.199Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,orlane.boutonrodriguez@groupechavigny.fr,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,groupechavigny.fr,,api,,,,999,[],,,,false,,Saint-Amand-Longpré,Road construction company,orlane.boutonrodriguez@groupechavigny.fr,Terrassement / VRD (France),,,Terrassement / VRD,groupechavigny.fr/travaux-publics,Société de travaux publics,,Terrassement / VRD (France),"Road construction company, Construction machine rental service, Demolition contractor, Dumpster rental service, Earth works company, General contractor, Height works, Sanitation service",Chavigny,,Chavigny Travaux Publics & Carrières,,,,,,999,,,Active | Not yet contacted,Lead,,
01a0b505-8f1f-77d5-b006-4fd7ea4136c2,2026-09-18T14:57:15.554Z,2026-09-18T16:25:07.285Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,afadiga16@facebook.fr,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,facebook.fr,,api,,,,1000,[],,,,false,,Challes-les-Eaux,Earth works company,afadiga16@facebook.fr,Terrassement / VRD (France),,,Terrassement / VRD,facebook.fr/308207799283840,Entreprise de terrassement,,Terrassement / VRD (France),Earth works company,Thierry,,Thierry Carle SARL,,,,,,1000,,,Active | Not yet contacted,Lead,,
01a0b502-fa10-75bf-a09c-a9d07c659625,2026-09-18T14:54:26.320Z,2026-09-18T14:54:35.557Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,hello@gogency.fr,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,gogency.fr,,api,,,,1,[],,,,false,,Fréjus,Sanitation service,hello@gogency.fr,Terrassement / VRD (France),,,Terrassement / VRD,misterdebouche-83.fr,Service d'assainissement,,Terrassement / VRD (France),Sanitation service,Mister,,Mister Debouche 83,,,,,,1,,,Active | Not yet contacted,Lead,,
01a0b4fb-72a6-767e-b597-1df4cfcbd770,2026-09-18T14:46:12.904Z,2026-09-18T16:26:33.789Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,contact@biznet-solution.fr,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,biznet-solution.fr,,api,,,,999,[],,,,false,,Lombers,Earth works company,contact@biznet-solution.fr,Terrassement / VRD (France),,,Terrassement / VRD,maillet-tp.fr,Entreprise de terrassement,,Terrassement / VRD (France),Earth works company,Maillet,,Maillet TP,,,,,,999,,,Active | Not yet contacted,Lead,,
01a0b504-c799-7898-8d71-089ee1770853,2026-09-18T14:56:24.474Z,2026-09-18T14:56:25.156Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,compliance@hostinger.com,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,hostinger.com,,api,,,,1,[],,,,false,,Villainville,Earth works company,compliance@hostinger.com,Terrassement / VRD (France),,,Terrassement / VRD,baril76.fr,Entreprise de terrassement,,Terrassement / VRD (France),Earth works company,Baril,,Baril Baptiste,,,,,,1,,,Active | Not yet contacted,Lead,,
01a0b4fa-3b63-734a-8a42-61989118bfdf,2026-09-18T14:44:53.220Z,2026-09-18T16:23:49.397Z,12e1cf81-30f3-46fc-803b-547f44de3568,,1,support@elated-themes.com,,,,,,,,,,,,,0,0,,0,,a423fed0-1896-4d51-8491-ffce592dba8d,,elated-themes.com,,api,,,,999,[],,,,false,,Sainte-Luce-sur-Loire,Road construction company,support@elated-themes.com,Terrassement / VRD (France),,,Terrassement / VRD,atlantiquetp.com,Société de travaux publics,,Terrassement / VRD (France),Road construction company,Atlantique,,Atlantique Travaux Publics (ATP),,,,,,999,,,Active | Not yet contacted,Lead,,
