instantly_lead_id,email,first_name,last_name,company_name,website,phone,personalization,Type,Category,Subtypes,City,Service,Niche_raw,Subniche,Siret,Siren,Effectif,Naf,FormeJuridique,AnneeCreation,ChiffreAffaires,TailleEntreprise,LeadScore,TrancheEffectif,custom_variables_json,NICHE,STATUS_FILTER,FILTER_REASON
01a08b4c-d215-799f-abe5-fa4c3221c745,info@m-fisc.be,M-fisc,,M-fisc | Accountancy & Tax,m-fisc.be,,,Bookkeeping service,,"Bookkeeping service, Accounting firm, Tax consultant",Langemark-Poelkapelle,Expertise comptable,Cabinets EC vol (Outscraper taxonomy),Cabinets EC vol (Outscraper taxonomy),,,,,,,,,,,"{""firstName"": ""M-fisc"", ""companyName"": ""M-fisc | Accountancy & Tax"", ""naf"": """", ""city"": ""Langemark-Poelkapelle"", ""link"": """", ""type"": ""Bookkeeping service"", ""niche"": ""Cabinets EC vol (Outscraper taxonomy)"", ""siren"": """", ""siret"": """", ""statut"": ""NOTBOOKED"", ""service"": ""Expertise comptable"", ""category"": """", ""effectif"": """", ""subniche"": ""Cabinets EC vol (Outscraper taxonomy)"", ""subtypes"": ""Bookkeeping service, Accounting firm, Tax consultant"", ""lead_score"": """", ""confirm_link"": """", ""tracking_url"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """", ""reservation_agence_link"": """", ""confirmation_agence_link"": ""https://www.hercule.dev/confirm-reservation.html/kiNxni?email=info%40m-fisc.be"", ""reservation_entreprise_link"": ""https://www.hercule.dev/reservation-entreprise.html/kiNxni""}",COMPTABLE,valid,include:accounting@COMPTABLE
01a08b4c-d215-799f-abe5-fa4df01cf7f3,de.brone@telenet.be,De,,De Brône Boekhouding & Fiscaliteit,debrone.be,,,Accounting firm,,Accounting firm,Bilzen-Hoeselt,Expertise comptable,Cabinets EC vol (Outscraper taxonomy),Cabinets EC vol (Outscraper taxonomy),,,,,,,,,,,"{""firstName"": ""De"", ""companyName"": ""De Brône Boekhouding & Fiscaliteit"", ""naf"": """", ""city"": ""Bilzen-Hoeselt"", ""link"": """", ""type"": ""Accounting firm"", ""niche"": ""Cabinets EC vol (Outscraper taxonomy)"", ""siren"": """", ""siret"": """", ""statut"": ""NOTBOOKED"", ""service"": ""Expertise comptable"", ""category"": """", ""effectif"": """", ""subniche"": ""Cabinets EC vol (Outscraper taxonomy)"", ""subtypes"": ""Accounting firm"", ""lead_score"": """", ""confirm_link"": """", ""tracking_url"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """", ""reservation_agence_link"": """", ""confirmation_agence_link"": ""https://www.hercule.dev/confirm-reservation.html/txfVcg?email=de.brone%40telenet.be"", ""reservation_entreprise_link"": ""https://www.hercule.dev/reservation-entreprise.html/txfVcg""}",COMPTABLE,valid,include:accounting@COMPTABLE
01a08b4c-d215-799f-abe5-fa4e04fca4af,info@demanbrussels.be,Deman,,Deman,demanbrussels.be,,,Accountant,Comptable,Accountant,Soignies,Expertise comptable,Cabinets EC vol (Outscraper taxonomy),Cabinets EC vol (Outscraper taxonomy),,,,,,,,,,,"{""firstName"": ""Deman"", ""companyName"": ""Deman"", ""naf"": """", ""city"": ""Soignies"", ""link"": """", ""type"": ""Accountant"", ""niche"": ""Cabinets EC vol (Outscraper taxonomy)"", ""siren"": """", ""siret"": """", ""statut"": ""NOTBOOKED"", ""service"": ""Expertise comptable"", ""category"": ""Comptable"", ""effectif"": """", ""subniche"": ""Cabinets EC vol (Outscraper taxonomy)"", ""subtypes"": ""Accountant"", ""lead_score"": """", ""confirm_link"": """", ""tracking_url"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """", ""reservation_agence_link"": """", ""confirmation_agence_link"": ""https://www.hercule.dev/confirm-reservation.html/BHYDod?email=info%40demanbrussels.be"", ""reservation_entreprise_link"": ""https://www.hercule.dev/reservation-entreprise.html/BHYDod""}",COMPTABLE,valid,include:accountant@COMPTABLE
01a08b4c-d215-799f-abe5-fa4fc1c4df8d,f.lefebvre@accountaxconsulting.be,Accountax,,Accountax Consulting - Bureau de Mettet,accountaxconsulting.be,,,Certified public accountant,Expert-comptable,Certified public accountant,Mettet,Expertise comptable,Cabinets EC vol (Outscraper taxonomy),Cabinets EC vol (Outscraper taxonomy),,,,,,,,,,,"{""firstName"": ""Accountax"", ""companyName"": ""Accountax Consulting - Bureau de Mettet"", ""naf"": """", ""city"": ""Mettet"", ""link"": """", ""type"": ""Certified public accountant"", ""niche"": ""Cabinets EC vol (Outscraper taxonomy)"", ""siren"": """", ""siret"": """", ""statut"": ""NOTBOOKED"", ""service"": ""Expertise comptable"", ""category"": ""Expert-comptable"", ""effectif"": """", ""subniche"": ""Cabinets EC vol (Outscraper taxonomy)"", ""subtypes"": ""Certified public accountant"", ""lead_score"": """", ""confirm_link"": """", ""tracking_url"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """", ""reservation_agence_link"": """", ""confirmation_agence_link"": ""https://www.hercule.dev/confirm-reservation.html/08GYgj?email=f.lefebvre%40accountaxconsulting.be"", ""reservation_entreprise_link"": ""https://www.hercule.dev/reservation-entreprise.html/08GYgj""}",COMPTABLE,valid,include:expert-comptable@COMPTABLE
01a08b4c-d215-799f-abe5-fa50e23bd584,sergemichiels@skynet.be,ACCOUNTANTSKANTOOR,,ACCOUNTANTSKANTOOR MICHIELS,boekhoudkantoormichiels.be,,,Certified public accountant,Boekhouder,"Certified public accountant, Accounting firm, Bookkeeping service",Schelle,Expertise comptable,Cabinets EC vol (Outscraper taxonomy),Cabinets EC vol (Outscraper taxonomy),,,,,,,,,,,"{""firstName"": ""ACCOUNTANTSKANTOOR"", ""companyName"": ""ACCOUNTANTSKANTOOR MICHIELS"", ""naf"": """", ""city"": ""Schelle"", ""link"": """", ""type"": ""Certified public accountant"", ""niche"": ""Cabinets EC vol (Outscraper taxonomy)"", ""siren"": """", ""siret"": """", ""statut"": ""NOTBOOKED"", ""service"": ""Expertise comptable"", ""category"": ""Boekhouder"", ""effectif"": """", ""subniche"": ""Cabinets EC vol (Outscraper taxonomy)"", ""subtypes"": ""Certified public accountant, Accounting firm, Bookkeeping service"", ""lead_score"": """", ""confirm_link"": """", ""tracking_url"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """", ""reservation_agence_link"": """", ""confirmation_agence_link"": ""https://www.hercule.dev/confirm-reservation.html/iKwnI5?email=sergemichiels%40skynet.be"", ""reservation_entreprise_link"": ""https://www.hercule.dev/reservation-entreprise.html/iKwnI5""}",COMPTABLE,valid,include:accounting@COMPTABLE
01a08b4c-d215-799f-abe5-fa51e7216578,ben@gewoonben.be,SGAccountancy,,SGAccountancy | Boekhoudkantoor Bornem,sgaccountancy.be,,,Bookkeeping service,Boekhouder,"Bookkeeping service, Accounting firm, Investment service, Tax attorney, Tax preparation",Bornem,Expertise comptable,Cabinets EC vol (Outscraper taxonomy),Cabinets EC vol (Outscraper taxonomy),,,,,,,,,,,"{""firstName"": ""SGAccountancy"", ""companyName"": ""SGAccountancy | Boekhoudkantoor Bornem"", ""naf"": """", ""city"": ""Bornem"", ""link"": """", ""type"": ""Bookkeeping service"", ""niche"": ""Cabinets EC vol (Outscraper taxonomy)"", ""siren"": """", ""siret"": """", ""statut"": ""NOTBOOKED"", ""service"": ""Expertise comptable"", ""category"": ""Boekhouder"", ""effectif"": """", ""subniche"": ""Cabinets EC vol (Outscraper taxonomy)"", ""subtypes"": ""Bookkeeping service, Accounting firm, Investment service, Tax attorney, Tax preparation"", ""lead_score"": """", ""confirm_link"": """", ""tracking_url"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """", ""reservation_agence_link"": """", ""confirmation_agence_link"": ""https://www.hercule.dev/confirm-reservation.html/Iw6HXH?email=ben%40gewoonben.be"", ""reservation_entreprise_link"": ""https://www.hercule.dev/reservation-entreprise.html/Iw6HXH""}",COMPTABLE,valid,include:accounting@COMPTABLE
01a08b4c-d215-799f-abe5-fa520a40ae75,bagourotogola0311@gmail.com,Global,,Global Expertise,,,,Accountant,Comptable,Accountant,Aubervilliers,Expertise comptable,Cabinets EC vol (Outscraper taxonomy),Cabinets EC vol (Outscraper taxonomy),,,,,,,,,,,"{""firstName"": ""Global"", ""companyName"": ""Global Expertise"", ""naf"": """", ""city"": ""Aubervilliers"", ""link"": """", ""type"": ""Accountant"", ""niche"": ""Cabinets EC vol (Outscraper taxonomy)"", ""siren"": """", ""siret"": """", ""statut"": ""NOTBOOKED"", ""service"": ""Expertise comptable"", ""category"": ""Comptable"", ""effectif"": """", ""subniche"": ""Cabinets EC vol (Outscraper taxonomy)"", ""subtypes"": ""Accountant"", ""lead_score"": """", ""confirm_link"": """", ""tracking_url"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """", ""reservation_agence_link"": """", ""confirmation_agence_link"": ""https://www.hercule.dev/confirm-reservation.html/EwPzce?email=bagourotogola0311%40gmail.com"", ""reservation_entreprise_link"": ""https://www.hercule.dev/reservation-entreprise.html/EwPzce""}",COMPTABLE,valid,include:accountant@COMPTABLE
01a08b4c-d215-799f-abe5-fa53f7b684c1,elodie@abcliberal.fr,ABC,,ABC Libéral,,,,Accountant,Comptable,Accountant,Paris,Expertise comptable,Cabinets EC vol (Outscraper taxonomy),Cabinets EC vol (Outscraper taxonomy),,,,,,,,,,,"{""firstName"": ""ABC"", ""companyName"": ""ABC Libéral"", ""naf"": """", ""city"": ""Paris"", ""link"": """", ""type"": ""Accountant"", ""niche"": ""Cabinets EC vol (Outscraper taxonomy)"", ""siren"": """", ""siret"": """", ""statut"": ""NOTBOOKED"", ""service"": ""Expertise comptable"", ""category"": ""Comptable"", ""effectif"": """", ""subniche"": ""Cabinets EC vol (Outscraper taxonomy)"", ""subtypes"": ""Accountant"", ""lead_score"": """", ""confirm_link"": """", ""tracking_url"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """", ""reservation_agence_link"": """", ""confirmation_agence_link"": ""https://www.hercule.dev/confirm-reservation.html/ygOBzf?email=elodie%40abcliberal.fr"", ""reservation_entreprise_link"": ""https://www.hercule.dev/reservation-entreprise.html/ygOBzf""}",COMPTABLE,valid,include:accountant@COMPTABLE
01a08b4c-d215-799f-abe5-fa5456e127b4,adarquenne@darquenne.be,Bureau,,Bureau Comptable Darquenne SRL,bureau-comptable-darquenne.be,,,Certified public accountant,Expert-comptable,Certified public accountant,La Louvière,Expertise comptable,Cabinets EC vol (Outscraper taxonomy),Cabinets EC vol (Outscraper taxonomy),,,,,,,,,,,"{""firstName"": ""Bureau"", ""companyName"": ""Bureau Comptable Darquenne SRL"", ""naf"": """", ""city"": ""La Louvière"", ""link"": """", ""type"": ""Certified public accountant"", ""niche"": ""Cabinets EC vol (Outscraper taxonomy)"", ""siren"": """", ""siret"": """", ""statut"": ""NOTBOOKED"", ""service"": ""Expertise comptable"", ""category"": ""Expert-comptable"", ""effectif"": """", ""subniche"": ""Cabinets EC vol (Outscraper taxonomy)"", ""subtypes"": ""Certified public accountant"", ""lead_score"": """", ""confirm_link"": """", ""tracking_url"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """", ""reservation_agence_link"": """", ""confirmation_agence_link"": ""https://www.hercule.dev/confirm-reservation.html/c6n05S?email=adarquenne%40darquenne.be"", ""reservation_entreprise_link"": ""https://www.hercule.dev/reservation-entreprise.html/c6n05S""}",COMPTABLE,valid,include:expert-comptable@COMPTABLE
01a08b4c-d215-799f-abe5-fa55b45b65f5,roberto@fisconsult.eu,Fisconsult,,Fisconsult SRL - expert-comptable et fiscal certifié ITAA,fisconsult.be,,,Certified public accountant,Expert-comptable,Certified public accountant,La Louvière,Expertise comptable,Cabinets EC vol (Outscraper taxonomy),Cabinets EC vol (Outscraper taxonomy),,,,,,,,,,,"{""firstName"": ""Fisconsult"", ""companyName"": ""Fisconsult SRL - expert-comptable et fiscal certifié ITAA"", ""naf"": """", ""city"": ""La Louvière"", ""link"": """", ""type"": ""Certified public accountant"", ""niche"": ""Cabinets EC vol (Outscraper taxonomy)"", ""siren"": """", ""siret"": """", ""statut"": ""NOTBOOKED"", ""service"": ""Expertise comptable"", ""category"": ""Expert-comptable"", ""effectif"": """", ""subniche"": ""Cabinets EC vol (Outscraper taxonomy)"", ""subtypes"": ""Certified public accountant"", ""lead_score"": """", ""confirm_link"": """", ""tracking_url"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """", ""reservation_agence_link"": """", ""confirmation_agence_link"": ""https://www.hercule.dev/confirm-reservation.html/h8adSX?email=roberto%40fisconsult.eu"", ""reservation_entreprise_link"": ""https://www.hercule.dev/reservation-entreprise.html/h8adSX""}",COMPTABLE,valid,include:expert-comptable@COMPTABLE
01a08b4c-d216-7540-9c42-b4ab355d0e53,contact@comptacentre.be,COMPTABLE,,COMPTABLE La Louvière - Compta Centre Geremia,comptacentre.be,,,Certified public accountant,Expert-comptable,"Certified public accountant, Financial consultant",Bois-d'Haine,Expertise comptable,Cabinets EC vol (Outscraper taxonomy),Cabinets EC vol (Outscraper taxonomy),,,,,,,,,,,"{""firstName"": ""COMPTABLE"", ""companyName"": ""COMPTABLE La Louvière - Compta Centre Geremia"", ""naf"": """", ""city"": ""Bois-d'Haine"", ""link"": """", ""type"": ""Certified public accountant"", ""niche"": ""Cabinets EC vol (Outscraper taxonomy)"", ""siren"": """", ""siret"": """", ""statut"": ""NOTBOOKED"", ""service"": ""Expertise comptable"", ""category"": ""Expert-comptable"", ""effectif"": """", ""subniche"": ""Cabinets EC vol (Outscraper taxonomy)"", ""subtypes"": ""Certified public accountant, Financial consultant"", ""lead_score"": """", ""confirm_link"": """", ""tracking_url"": """", ""annee_creation"": """", ""forme_juridique"": """", ""chiffre_affaires"": """", ""tranche_effectif"": """", ""taille_entreprise"": """", ""reservation_agence_link"": """", ""confirmation_agence_link"": ""https://www.hercule.dev/confirm-reservation.html/bDGDYw?email=contact%40comptacentre.be"", ""reservation_entreprise_link"": ""https://www.hercule.dev/reservation-entreprise.html/bDGDYw""}",COMPTABLE,valid,include:expert-comptable@COMPTABLE
